section_number,section_title,content,page_number
1,"(1) ThisAct maybe called the Bharatiya Nyaya Sanhita, 2023.","1. (1) ThisAct maybe called the Bharatiya Nyaya Sanhita, 2023. (2) It shall come intoforce on such date as the Central Government may, bynotification in the Official Gazette, appoint, and different dates maybe appointed for different provisions of this Sanhita. Short title, commencement and application. vlk/kkj.k EXTRAORDINARY Hkkx II — [k.M 1 PART II — Section 1 izkf/kdkj ls izdkf'kr PUBLISHED BY AUTHORITY lañ 53] ubZ fnYyh] lkseokj] fnlEcj 25] 2023@ikS""k 4] 1945 ¼'kd½ No. 53] NEW DELHI, MONDAY, DECEMBER 25, 2023/PAUSHA 4, 1945 (SAKA) bl Hkkx esa fHkUu i`""B la[;k nh tkrh gS ftlls fd ;g vyx ladyu ds :i esa j[kk tk ldsA Separate paging is given to this Part in order that it may be filed as a separate compilation. xxxGIDHxxx xxxGIDExxx jftLVªh lañ Mhñ ,yñ—(,u)04@0007@2003—23 REGISTERED NO. DL—(N)04/0007/2003—23 MINISTRY OF LAWAND JUSTICE (Legislative Department) New Delhi, the 25th December, 2023/Pausha 4, 1945 (Saka) The following Act of Parliament received the assent of the President on the 25th December, 2023 and is hereby published for general information:— सी.जी.-डी.एल.-अ.-25122023-250883 CG-DL-E-25122023-250883",102
